登记证号,农药名称,农药类别,剂型,总含量,有效期至,登记证持有人,持有人地址
PD20060013,嘧霉胺,杀菌剂,原药,98%,2031-1-8,拜耳股份公司,北京市朝阳区东大桥路9号楼6层4单元601室内D06单元、1单元601室内A03-A06单元
PD20060012,双氟·滴辛酯,除草剂,悬乳剂,459克/升,2031-1-8,科迪华农业科技有限责任公司,北京市东城区东长安街1号东方广场W3办公楼1103室
PD20060011,"2,4-滴异辛酯",除草剂,原药,94.4%,2031-1-8,科迪华农业科技有限责任公司,北京市东城区东长安街1号东方广场W3办公楼1103室
PD20060006,噁唑菌酮,杀菌剂,原药,98%,2031-1-8,科迪华农业科技有限责任公司,北京市东城区东长安街1号东方广场W3办公楼1103室
PD20060005,多杀霉素,杀虫剂,悬浮剂,25克/升,2031-1-8,科迪华农业科技有限责任公司,北京市东城区东长安街1号东方广场W3办公楼1103室
PD20060004,多杀霉素,杀虫剂,原药,90%,2031-1-8,科迪华农业科技有限责任公司,北京市东城区东长安街1号东方广场W3办公楼1103室
PD20060001,噻虫嗪,杀虫剂,原药,98%,2031-1-8,瑞士先正达作物保护有限公司,上海市中国(上海)自由贸易试验区栖霞路26弄3号富汇大厦6楼
PD85157-15,辛硫磷,杀虫剂,乳油,40%,2031-1-6,衡水夸克生物科技有限公司,衡水市桃城区北方工业基地冀衡大道南侧
PD20110035,草甘膦异丙胺盐,除草剂,水剂,46%,2031-1-6,湖北泰盛化工有限公司,湖北省宜昌市猇亭区猇亭大道66-4号
PD20110034,苯醚甲环唑,杀菌剂,乳油,250克/升,2031-1-6,山东禾宜生物科技有限公司,山东省潍坊市滨海经济技术开发区华商路以东创新街以北
PD20110033,草甘膦铵盐,除草剂,可溶粒剂,68%,2031-1-6,山东胜邦绿野化学有限公司,山东省济南市章丘刁镇工业园
PD20110032,霜脲氰,杀菌剂,原药,97%,2031-1-6,泰州百力化学股份有限公司,江苏省泰兴市经济技术开发区中港路
PD86110-5,嘧啶核苷类抗菌素,杀菌剂,水剂,2%,2031-1-5,肇庆市满格生物科技有限公司,四会市江谷镇精细化工区创展三街5号
WP20110011,杀虫气雾剂,卫生杀虫剂,气雾剂,0.7%,2031-1-3,江苏爱特福84股份有限公司,江苏省淮安市金湖县陈桥镇84号
WP20110010,杀蟑胶饵,卫生杀虫剂,胶饵,2.5%,2031-1-3,广西隆华生物科技股份有限公司,广西-东盟经济技术开发区平良路89号
WP20110009,杀虫气雾剂,卫生杀虫剂,气雾剂,0.41%,2031-1-3,江苏爱特福84股份有限公司,江苏省淮安市金湖县陈桥镇84号
WP20110008,驱蚊花露水,卫生杀虫剂,驱蚊花露水,5%,2031-1-3,福建省欧赛加日用品有限公司,福建省漳州市龙海市龙海颜厝工业开发区
WP20110007,电热蚊香液,卫生杀虫剂,电热蚊香液,1%,2031-1-3,福建小神童日用化工有限公司,福建省泉州市晋江市经济开发区（五里园）新雅路9号
WP20110006,四氟甲醚菊酯,卫生杀虫剂,母药,6%,2031-1-3,日本住友化学株式会社,上海市外高桥保税区基隆路6号外高桥大厦706室
WP20110005,杀虫气雾剂,卫生杀虫剂,气雾剂,0.48%,2031-1-3,保定市一诺日化科技有限公司,河北省保定市保新路8号
WP20110004,电热蚊香片,卫生杀虫剂,电热蚊香片,40毫克/片,2031-1-3,上海庄臣有限公司,中国（上海）自由贸易试验区新金桥路932号
WP20110003,电热蚊香液,卫生杀虫剂,电热蚊香液,1%,2031-1-3,湖南省常德鹤王蚊香有限公司,湖南省常德市鼎城区武陵镇金霞大道
WP20110001,蚊香,卫生杀虫剂,蚊香,0.02%,2031-1-3,柳州华力家庭品业股份有限公司,广西柳州市鱼峰区车园横三路3号
PD20110030,醚菊酯,杀虫剂,悬浮剂,10%,2031-1-3,河北神华药业有限公司,河北省黄骅市经济技术开发区7号路
PD20110029,咪鲜胺,杀菌剂,微乳剂,15%,2031-1-3,海南博士威慧农化学有限公司,海南省澄迈县老城开发区工业大道美朗路东侧
PD20110028,甲基硫菌灵,杀菌剂,可湿性粉剂,70%,2031-1-3,沧州志诚有机生物科技有限公司,河北省沧州市盐山县城东马王路6公里处
PD20110027,高效氯氰菊酯,杀虫剂,微乳剂,4.5%,2031-1-3,齐齐哈尔盛泽农药有限公司,黑龙江省齐齐哈尔市富裕县塔哈乡冯屯村
PD20110026,腐酸·硫酸铜,杀菌剂,水剂,3.3%,2031-1-3,甘肃华实农业科技有限公司,甘肃省定西市安定区南川飞天路
PD20110025,甲氨基阿维菌素苯甲酸盐,杀虫剂,微乳剂,1%,2031-1-3,安道麦辉丰（江苏）有限公司,江苏省盐城市大丰区王港闸南首
PD20110024,甲维·氯氰,杀虫剂,微乳剂,3.2%,2031-1-3,江西中迅农化有限公司,江西省南昌市安义县工业园区金属材料产业基地（东阳大道）
PD20110023,甲霜灵,杀菌剂,原药,97%,2031-1-3,浙江东风化工有限公司,浙江省温州市龙湾区机场路蓝田村小陡门
PD20110022,代森锰锌,杀菌剂,可湿性粉剂,85%,2031-1-3,利民化学有限责任公司,江苏省新沂经济开发区
PD20110021,草甘膦异丙胺盐,除草剂,水剂,46%,2031-1-3,山东潍坊润丰化工股份有限公司,山东省潍坊市滨海经济开发区氯碱路03001号
PD20110020,草甘膦异丙胺盐,除草剂,水剂,30%,2031-1-3,江苏腾龙生物药业有限公司,江苏省盐城市大丰区王港闸南首
PD20110019,阿维菌素,杀虫剂,微乳剂,1.8%,2031-1-3,陕西标正作物科学有限公司,高新技术产业开发区朝阳大街西段67号
PD20110018,吡虫啉,杀虫剂,水分散粒剂,70%,2031-1-3,上海生农生化制品股份有限公司,上海市松江区洞泾镇洞舟路51号
PD20110017,氟硅唑,杀菌剂,水乳剂,10%,2031-1-3,陕西标正作物科学有限公司,高新技术产业开发区朝阳大街西段67号
PD20110016,氯氰菊酯,杀虫剂,乳油,5%,2031-1-3,润立博（山东）植物保护有限公司,山东省济南市商河县韩庙镇济南市植保科技工业园
PD20110015,啶虫脒,杀虫剂,可湿性粉剂,5%,2031-1-3,江苏剑牌农化股份有限公司,江苏省盐城市建湖县城冠华东路1008号
PD20110013,阿维菌素,杀虫剂,乳油,1.8%,2031-1-3,山东胜邦绿野化学有限公司,山东省济南市章丘刁镇工业园
PD20110012,毒死蜱,杀虫剂,乳油,45%,2031-1-3,山东联合利农生物技术有限公司,山东省潍坊市昌邑市滨海（下营）经济开发区海澳路49号
PD20110010,草甘膦异丙胺盐,除草剂,母药,46%,2031-1-3,南京华洲药业有限公司,南京市高淳区古潭大道18号红太阳
PD20110009,阿维菌素,杀虫剂,乳油,1.8%,2031-1-3,山东汤普乐作物科学有限公司,山东省济南市商河县经济开发区汇源路南侧
PD20110008,阿维菌素,杀虫剂,乳油,5%,2031-1-3,河北金德伦生化科技有限公司,河北省石家庄市鹿泉市寺家庄镇东营北街
PD20110006,烟嘧磺隆,除草剂,可分散油悬浮剂,40克/升,2031-1-3,海南博士威慧农化学有限公司,海南省澄迈县老城开发区工业大道美朗路东侧
PD20110005,灭幼脲,杀虫剂,悬浮剂,25%,2031-1-3,山东兴迪生物科技有限公司,山东省聊城市阳谷县侨润街道经济开发区北外环路路南58号
PD20110004,丙酰芸苔素内酯,植物生长调节剂,水剂,0.003%,2031-1-3,江苏龙灯化学有限公司,江苏省昆山开发区龙灯路88号
PD20110003,甲氨基阿维菌素苯甲酸盐,杀虫剂,微乳剂,3%,2031-1-3,陕西标正作物科学有限公司,高新技术产业开发区朝阳大街西段67号
PD20110002,毒死蜱,杀虫剂,乳油,45%,2031-1-3,天津市施普乐农药技术发展有限公司,天津市武清区陈咀镇渔坝口村东
PD20110001,2甲4氯钠,除草剂,可溶粉剂,56%,2031-1-3,山东绿邦作物科学股份有限公司,山东省济南市章丘市水寨镇水南村
EX20250126,甲磺隆,除草剂,原药,96%,2030-12-31,黑龙江吉翔农化有限公司,安达经济开发区精细化学品产业园北区一期B-18地块
WP20100188,电热蚊香片,卫生杀虫剂,电热蚊香片,10毫克/片,2030-12-30,黑猫神日化股份有限公司,浙江省诸暨市城西工业开发区建工路2号
PD20102225,草甘膦铵盐,除草剂,可溶粒剂,68%,2030-12-30,侨昌现代农业有限公司,山东省滨州市滨城区秦皇台东南、永莘路南侧
PD20102224,草甘膦异丙胺盐,除草剂,可溶液剂,30%,2030-12-30,安徽广信成辰科技有限公司,安徽省宣城市广德县新杭镇蔡家山精细化工园区
PD20102223,甲氨基阿维菌素苯甲酸盐,杀虫剂,乳油,0.5%,2030-12-30,麦安格（山东）生物科技有限公司,山东省济宁市兖州区大安镇化学助剂产业园内
PD20102222,吡虫啉,杀虫剂,可湿性粉剂,25%,2030-12-30,宁波三江益农化学有限公司,浙江省宁波市镇海区宁波化学工业区北海路1165号
PD20102221,哒螨灵,杀虫剂,原药,95%,2030-12-30,内蒙古百灵科技有限公司,内蒙古自治区阿拉善盟腾格里经济开发区南片区
PD20102220,吡虫啉,杀虫剂,悬浮剂,350克/升,2030-12-30,江苏东宝农化股份有限公司,江苏省扬州市江都市宜陵镇
PD20102219,咪唑乙烟酸,除草剂,原药,98%,2030-12-29,潍坊先达化工有限公司,山东省潍坊市滨海经济开发区临港化工园东二户
PD20102218,异噁草松,除草剂,原药,96%,2030-12-29,潍坊先达化工有限公司,山东省潍坊市滨海经济开发区临港化工园东二户
PD20102217,百菌清,杀菌剂,原药,98.5%,2030-12-29,江苏维尤纳特精细化工有限公司,江苏省新沂市化工工业园区(经二路西)
PD20085924,毒死蜱,杀虫剂,乳油,45%,2030-12-28,上海沪联生物药业（夏邑）股份有限公司,河南省夏邑县高新开发区文昌西路1299号
PD20201134,喹草酮,除草剂,悬浮剂,10%,2030-12-27,辽宁先达农业科学有限公司,辽宁省葫芦岛市经济开发区综合产业园汉江路417号
PD20201133,尿囊素,植物生长调节剂,水分散粒剂,20%,2030-12-27,陕西汤普森生物科技有限公司,陕西蒲城县北环路中段
PD20201132,喹草酮,除草剂,原药,98%,2030-12-27,辽宁先达农业科学有限公司,辽宁省葫芦岛市经济开发区综合产业园汉江路417号
PD20201131,尿囊素,植物生长调节剂,原药,96%,2030-12-27,陕西美邦药业集团股份有限公司,陕西蒲城县高新技术产业开发区
PD20200660,溴虫氟苯双酰胺,杀虫剂,悬浮剂,100克/升,2030-12-27,巴斯夫欧洲公司,上海市浦东新区江心沙路300号
PD20200656,溴虫氟苯双酰胺,杀虫剂,原药,98%,2030-12-27,日本三井化学植保株式会社,恒通路268号凯德星贸大厦2102室
PD85112-16,莠去津,除草剂,悬浮剂,38%,2030-12-26,大连九信作物科学有限公司,辽宁省大连市普湾新区松木岛化工园区沐嘉路8-10号
PD85131-23,井冈霉素,杀菌剂,水剂,"4%,2.4%",2030-12-25,广东蓝琛科技实业有限公司,广东省蕉岭县广福镇乐干工业园区
PD85120-2,乐果,杀虫剂,原药,"90%,85%,80%",2030-12-25,杭州颖泰生物科技有限公司,浙江省杭州市萧山区临江工业园区红十五路9777号
WP20200081,驱蚊液,卫生杀虫剂,驱蚊液,7%,2030-12-24,福建腾峰日化有限公司,福建省泉州市晋江市罗山街道许坑平安东路370号
WP20200080,驱蚊花露水,卫生杀虫剂,驱蚊花露水,5%,2030-12-24,晋江金童蚊香制品有限公司,福建省泉州市晋江市经济开发区（五里园）兴丁路11号
WP20200079,杀虫气雾剂,卫生杀虫剂,气雾剂,0.5%,2030-12-24,河北省保定市金诺制香有限公司,河北省保定市清苑县保新路戎官营变电站南
WP20200078,高氯·吡丙醚,卫生杀虫剂,水乳剂,10%,2030-12-24,山西奥赛诺生物科技有限公司,山西省夏县林荫街林心巷三号
WP20200077,驱蚊液,卫生杀虫剂,驱蚊液,10%,2030-12-24,上海风语日化用品有限公司,上海市奉贤区苍工路1288号第8幢
WP20200076,杀虫饵剂,卫生杀虫剂,饵剂,0.5%,2030-12-24,东创未来健康科技（浙江）有限公司,浙江省金华市义乌市苏溪镇阳光大道1526号T3(1-2层)
WP20200075,联苯菊酯,卫生杀虫剂,悬浮剂,15%,2030-12-24,江苏优嘉植物保护有限公司,江苏省如东沿海经济开发区通海五路
WP20200074,杀蟑饵剂,卫生杀虫剂,饵剂,0.50%,2030-12-24,中山市威特健日用品有限公司,中山市南朗镇华南现代中医药城健泰街4号
WP20200073,吡丙醚,卫生杀虫剂,乳油,10%,2030-12-24,安徽中北生物科技有限公司,安徽省蚌埠市淮上区沫河口工业园区金潼路东侧、淝河中路21号
WP20200072,杀虫热雾剂,卫生杀虫剂,热雾剂,1%,2030-12-24,江苏功成生物科技有限公司,江苏省南通市如东县洋口化工园黄海五路
WP20200071,电热蚊香液,卫生杀虫剂,电热蚊香液,0.6%,2030-12-24,湖南绿怡然生物科技有限公司,湖南省南县经济开发区
PD20201130,赤霉酸,植物生长调节剂,可溶粉剂,10%,2030-12-24,美商华仑生物科学有限责任公司,北京市怀柔区开放路下元市场北街临4号201室
PD20201129,唑啉草酯,除草剂,乳油,5%,2030-12-24,吉林金秋农药有限公司,吉林省磐石市磐石大街325号
PD20201128,砜嘧·高氟吡,除草剂,可分散油悬浮剂,11%,2030-12-24,宁波三江益农化学有限公司,浙江省宁波市镇海区宁波化学工业区北海路1165号
PD20201127,噁唑·灭草松,除草剂,微乳剂,24%,2030-12-24,山东万豪作物科学有限公司,山东商河经济开发区力源街166号
PD20201126,氯吡酯·唑啉草,除草剂,乳油,11.6%,2030-12-24,安徽丰乐农化有限责任公司,安徽省肥东县合肥循环经济示范园
PD20201125,氰氟草酯,除草剂,乳油,30%,2030-12-24,山东德浩化学有限公司,山东省潍坊市滨海经济开发区临港化工园
PD20201124,异噁唑·莠,除草剂,悬浮剂,50%,2030-12-24,青岛金尔农化研制开发有限公司,青岛胶州市胶州湾工业园金尔路1号
PD20201123,滴酸·草甘膦,除草剂,可溶液剂,32%,2030-12-24,重庆丰化科技有限公司,重庆市永川区化工路808号
PD20201122,噁唑·氰氟,除草剂,乳油,20%,2030-12-24,青岛金尔农化研制开发有限公司,青岛胶州市胶州湾工业园金尔路1号
PD20201121,噁唑·氰氟,除草剂,乳油,25%,2030-12-24,安徽科苑植保工程有限责任公司,安徽省合肥市庐阳区农科南路40号
PD20201120,苄·丁,除草剂,可分散油悬浮剂,60%,2030-12-24,安徽远景作物保护有限公司,安徽省淮南市潘集区平圩镇煤化工大道综合服务中心二楼212室
PD20201119,草铵·草甘膦,除草剂,可溶液剂,38%,2030-12-24,江苏明德立达作物科技有限公司,江苏淮安盐化新材料产业园区孔莲路9号
PD20201118,2甲·草甘膦,除草剂,可溶粉剂,84.5%,2030-12-24,山东国润作物科学有限公司,山东省济南市商河县韩庙镇赵韩路6566号济南市植保科技工业园
PD20201117,草铵·草甘膦,除草剂,可溶液剂,36%,2030-12-24,山东国润作物科学有限公司,山东省济南市商河县韩庙镇赵韩路6566号济南市植保科技工业园
PD20201116,草铵膦,除草剂,可溶粒剂,88%,2030-12-24,山东国润作物科学有限公司,山东省济南市商河县韩庙镇赵韩路6566号济南市植保科技工业园
PD20201115,滴酸·草甘膦,除草剂,可溶液剂,31%,2030-12-24,山东国润作物科学有限公司,山东省济南市商河县韩庙镇赵韩路6566号济南市植保科技工业园
PD20201114,乙·嗪·滴辛酯,除草剂,乳油,82%,2030-12-24,安徽丰乐农化有限责任公司,安徽省肥东县合肥循环经济示范园
PD20201113,2甲4氯二甲胺盐,除草剂,可溶液剂,53%,2030-12-24,江苏好收成韦恩农化股份有限公司,江苏省启东市老启东港
PD20201112,草铵·草甘膦,除草剂,可溶液剂,36%,2030-12-24,江苏好收成韦恩农化股份有限公司,江苏省启东市老启东港
PD20201111,双氟·二磺,除草剂,可分散油悬浮剂,4%,2030-12-24,江苏莱科化学有限公司,江苏省如东县洋口化学工业园海滨二路
PD20201110,"2,4-滴胆碱",除草剂,可溶液剂,520克/升,2030-12-24,山东潍坊润丰化工股份有限公司,山东省潍坊市滨海经济开发区氯碱路03001号
PD20201109,草铵膦,除草剂,可溶液剂,18%,2030-12-24,江苏长青生物科技有限公司,江苏省扬州市江都区浦头镇江灵路1号
PD20201108,嘧草醚·五氟磺·乙磺隆,除草剂,可分散油悬浮剂,18%,2030-12-24,安徽远景作物保护有限公司,安徽省淮南市潘集区平圩镇煤化工大道综合服务中心二楼212室
PD20201107,异噁唑草酮,除草剂,悬浮剂,20%,2030-12-24,河北赛瑞德化工有限公司,河北省沧州临港化工园区精细化工区
PD20201106,敌草隆,除草剂,水分散粒剂,80%,2030-12-24,南通罗森化工有限公司,江苏省南通市如东县洋口化工聚集区
PD20201105,滴酸·草甘膦,除草剂,可溶液剂,32%,2030-12-24,安徽鑫农达化工有限公司,安徽省池州市东至经济开发区
PD20201104,噁嗪草·五氟磺,除草剂,可分散油悬浮剂,6%,2030-12-24,安徽美程化工有限公司,安徽省滁州市定远盐化工业园内
